
==================== BANG DANH GIA MASK ====================
------------------------------------------------------------------------------------
| File                     | Dice        | IoU         | Precision   | Recall      | 
| 1374.png                 | 0.0003      | 0.0001      | 0.0001      | 0.0099      | 
| 1375.png                 | 0.0010      | 0.0005      | 0.0005      | 0.0314      | 
| 1376.png                 | 0.0007      | 0.0004      | 0.0004      | 0.0340      | 
| 1377.png                 | 0.0019      | 0.0009      | 0.0009      | 0.1478      | 
| 1378.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1379.png                 | 0.0006      | 0.0003      | 0.0003      | 0.0244      | 
| 1380.png                 | 0.5537      | 0.3829      | 0.5194      | 0.5929      | 
| 1381.png                 | 0.0001      | 0.0000      | 0.0000      | 0.0024      | 
| 1382.png                 | 0.0008      | 0.0004      | 0.0004      | 0.0130      | 
| 1389.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 139.png                  | 0.0040      | 0.0020      | 0.0021      | 0.0389      | 
| 1390.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1397.png                 | 0.0032      | 0.0016      | 0.0017      | 0.0248      | 
| 14.png                   | 0.9265      | 0.8630      | 0.9971      | 0.8652      | 
| 140.png                  | 0.0083      | 0.0042      | 0.0045      | 0.0550      | 
| 1405.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1406.png                 | 0.0024      | 0.0012      | 0.0012      | 0.0737      | 
| 1407.png                 | 0.0032      | 0.0016      | 0.0016      | 0.1225      | 
| 1409.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1410.png                 | 0.0007      | 0.0003      | 0.0003      | 0.0169      | 
| 1411.png                 | 0.0007      | 0.0003      | 0.0003      | 0.0168      | 
| 1412.png                 | 0.0003      | 0.0001      | 0.0001      | 0.0099      | 
| 1414.png                 | 0.0033      | 0.0017      | 0.0017      | 0.1020      | 
| 1415.png                 | 0.0067      | 0.0033      | 0.0034      | 0.1501      | 
| 1416.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1417.png                 | 0.0033      | 0.0016      | 0.0017      | 0.0448      | 
| 1418.png                 | 0.0008      | 0.0004      | 0.0004      | 0.0105      | 
| 1419.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0008      | 
| 142.png                  | 0.6157      | 0.4448      | 0.9986      | 0.4451      | 
| 1420.png                 | 0.0047      | 0.0023      | 0.0024      | 0.2329      | 
| 1422.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1424.png                 | 0.0030      | 0.0015      | 0.0015      | 0.0580      | 
| 1426.png                 | 0.0004      | 0.0002      | 0.0002      | 0.0075      | 
| 1427.png                 | 0.0001      | 0.0000      | 0.0000      | 0.0016      | 
| 1428.png                 | 0.0035      | 0.0018      | 0.0018      | 0.0709      | 
| 1429.png                 | 0.0080      | 0.0040      | 0.0041      | 0.2784      | 
| 143.png                  | 0.6836      | 0.5193      | 0.9989      | 0.5196      | 
| 1432.png                 | 0.0033      | 0.0017      | 0.0017      | 0.1039      | 
| 1433.png                 | 0.0023      | 0.0011      | 0.0012      | 0.0677      | 
| 1435.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1436.png                 | 0.0144      | 0.0073      | 0.0078      | 0.0916      | 
| 1437.png                 | 0.0080      | 0.0040      | 0.0042      | 0.0836      | 
| 1438.png                 | 0.0028      | 0.0014      | 0.0015      | 0.0388      | 
| 1439.png                 | 0.0103      | 0.0052      | 0.0054      | 0.1142      | 
| 1442.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1443.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1444.png                 | 0.0062      | 0.0031      | 0.0034      | 0.0353      | 
| 1445.png                 | 0.0002      | 0.0001      | 0.0001      | 0.0011      | 
| 1446.png                 | 0.0010      | 0.0005      | 0.0005      | 0.0241      | 
| 1450.png                 | 0.0109      | 0.0055      | 0.0057      | 0.1142      | 
| 1451.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1452.png                 | 0.0031      | 0.0015      | 0.0016      | 0.0474      | 
| 1453.png                 | 0.0017      | 0.0008      | 0.0008      | 0.0479      | 
| 1454.png                 | 0.0010      | 0.0005      | 0.0005      | 0.0318      | 
| 1455.png                 | 0.0147      | 0.0074      | 0.0074      | 0.5629      | 
| 1456.png                 | 0.0064      | 0.0032      | 0.0032      | 0.2647      | 
| 1457.png                 | 0.0029      | 0.0014      | 0.0014      | 0.0944      | 
| 1458.png                 | 0.0025      | 0.0013      | 0.0013      | 0.0761      | 
| 1460.png                 | 0.4440      | 0.2853      | 0.8679      | 0.2983      | 
| 1461.png                 | 0.0097      | 0.0049      | 0.0049      | 0.2336      | 
| 1462.png                 | 0.9127      | 0.8394      | 0.9254      | 0.9003      | 
| 1469.png                 | 0.0005      | 0.0002      | 0.0002      | 0.0156      | 
| 147.png                  | 0.2698      | 0.1559      | 0.1659      | 0.7217      | 
| 1470.png                 | 0.0004      | 0.0002      | 0.0002      | 0.0191      | 
| 1472.png                 | 0.8067      | 0.6760      | 0.8199      | 0.7940      | 
| 1473.png                 | 0.7529      | 0.6038      | 0.6624      | 0.8721      | 
| 1474.png                 | 0.6721      | 0.5061      | 0.7941      | 0.5826      | 
| 1476.png                 | 0.8305      | 0.7102      | 0.7509      | 0.9291      | 
| 1477.png                 | 0.6861      | 0.5221      | 0.5570      | 0.8930      | 
| 1478.png                 | 0.8083      | 0.6783      | 0.7971      | 0.8198      | 
| 1479.png                 | 0.6667      | 0.5000      | 0.6611      | 0.6723      | 
| 1480.png                 | 0.0153      | 0.0077      | 0.0078      | 0.3416      | 
| 1481.png                 | 0.0039      | 0.0019      | 0.0020      | 0.1117      | 
| 1482.png                 | 0.0158      | 0.0080      | 0.0081      | 0.4217      | 
| 1484.png                 | 0.0002      | 0.0001      | 0.0001      | 0.0056      | 
| 1485.png                 | 0.0003      | 0.0002      | 0.0002      | 0.0098      | 
| 1486.png                 | 0.0197      | 0.0100      | 0.0158      | 0.0262      | 
| 1487.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1488.png                 | 0.0028      | 0.0014      | 0.0014      | 0.1138      | 
| 1490.png                 | 0.0409      | 0.0209      | 0.0530      | 0.0333      | 
| 1491.png                 | 0.0041      | 0.0021      | 0.0021      | 0.2481      | 
| 1492.png                 | 0.0019      | 0.0010      | 0.0010      | 0.1293      | 
| 1496.png                 | 0.5299      | 0.3605      | 0.9673      | 0.3649      | 
| 1498.png                 | 0.0146      | 0.0074      | 0.0125      | 0.0177      | 
| 1499.png                 | 0.8251      | 0.7023      | 0.9228      | 0.7462      | 
| 15.png                   | 0.0044      | 0.0022      | 0.0026      | 0.0136      | 
