
==================== BANG DANH GIA MASK ====================
------------------------------------------------------------------------------------
| File                     | Dice        | IoU         | Precision   | Recall      |
| 1419.png                 | 0.8861      | 0.7956      | 0.9314      | 0.8451      |
| 142.png                  | 0.8799      | 0.7856      | 0.9984      | 0.7866      |
| 1420.png                 | 0.8091      | 0.6795      | 0.9835      | 0.6873      |
| 1422.png                 | 0.7624      | 0.6161      | 0.6590      | 0.9042      |
| 1424.png                 | 0.7693      | 0.6251      | 0.6672      | 0.9084      |
| 1426.png                 | 0.8733      | 0.7751      | 0.8203      | 0.9336      |
| 1427.png                 | 0.8908      | 0.8032      | 0.9832      | 0.8144      |
| 1428.png                 | 0.9306      | 0.8702      | 0.9897      | 0.8782      |
| 1429.png                 | 0.9210      | 0.8536      | 0.9498      | 0.8940      |
| 143.png                  | 0.9125      | 0.8391      | 0.9987      | 0.8401      |
| 1432.png                 | 0.8605      | 0.7551      | 0.8546      | 0.8664      |
| 1433.png                 | 0.9081      | 0.8317      | 0.9336      | 0.8840      |
| 1435.png                 | 0.5221      | 0.3533      | 0.3566      | 0.9743      |
| 1436.png                 | 0.8598      | 0.7540      | 0.7836      | 0.9523      |
| 1437.png                 | 0.8691      | 0.7684      | 0.7963      | 0.9565      |
| 1438.png                 | 0.9224      | 0.8560      | 0.9506      | 0.8958      |
| 1439.png                 | 0.9098      | 0.8345      | 0.9924      | 0.8398      |
| 1442.png                 | 0.8556      | 0.7476      | 0.8251      | 0.8884      |
| 1443.png                 | 0.8828      | 0.7902      | 0.8934      | 0.8724      |
| 1444.png                 | 0.9171      | 0.8469      | 0.9209      | 0.9134      |
| 1445.png                 | 0.9711      | 0.9438      | 0.9925      | 0.9506      |
| 1446.png                 | 0.9314      | 0.8715      | 0.9650      | 0.9000      |
| 1450.png                 | 0.8660      | 0.7636      | 0.7794      | 0.9742      |
| 1451.png                 | 0.7613      | 0.6146      | 0.6348      | 0.9507      |
| 1452.png                 | 0.8438      | 0.7298      | 0.7717      | 0.9307      |
| 1453.png                 | 0.9085      | 0.8324      | 0.9414      | 0.8779      |
| 1454.png                 | 0.9093      | 0.8338      | 0.9990      | 0.8344      |
| 1455.png                 | 0.6711      | 0.5051      | 0.9921      | 0.5071      |
| 1456.png                 | 0.7567      | 0.6086      | 0.7244      | 0.7920      |
| 1457.png                 | 0.9188      | 0.8498      | 0.9381      | 0.9002      |
| 1458.png                 | 0.9006      | 0.8191      | 0.8578      | 0.9478      |
| 1460.png                 | 0.7703      | 0.6264      | 0.9658      | 0.6406      |
| 1461.png                 | 0.3761      | 0.2316      | 0.2466      | 0.7925      |
| 1462.png                 | 0.8538      | 0.7449      | 0.7530      | 0.9858      |
| 1469.png                 | 0.8897      | 0.8014      | 0.9531      | 0.8343      |
| 147.png                  | 0.3521      | 0.2136      | 0.2140      | 0.9927      |
| 1470.png                 | 0.8817      | 0.7884      | 0.8882      | 0.8752      |
| 1472.png                 | 0.7979      | 0.6638      | 0.7615      | 0.8379      |
| 1473.png                 | 0.6811      | 0.5164      | 0.5577      | 0.8747      |
| 1474.png                 | 0.8257      | 0.7032      | 0.7425      | 0.9299      |
