
==================== BANG DANH GIA MASK ====================
------------------------------------------------------------------------------------
| File                     | Dice        | IoU         | Precision   | Recall      | 
| 142.png                  | 0.8993      | 0.8170      | 0.9909      | 0.8232      | 
| 1420.png                 | 0.8091      | 0.6795      | 0.9835      | 0.6873      | 
| 1422.png                 | 0.7555      | 0.6071      | 0.6246      | 0.9559      | 
| 1424.png                 | 0.7543      | 0.6055      | 0.6437      | 0.9107      | 
| 1426.png                 | 0.8450      | 0.7317      | 0.7367      | 0.9908      | 
| 1427.png                 | 0.9388      | 0.8847      | 0.9193      | 0.9592      | 
| 1428.png                 | 0.9411      | 0.8887      | 0.9709      | 0.9130      | 
| 1429.png                 | 0.9212      | 0.8540      | 0.9475      | 0.8964      | 
| 143.png                  | 0.9315      | 0.8717      | 0.9880      | 0.8810      | 
| 1432.png                 | 0.8633      | 0.7595      | 0.8561      | 0.8706      | 
| 1433.png                 | 0.9030      | 0.8232      | 0.9093      | 0.8969      | 
| 1435.png                 | 0.3784      | 0.2334      | 0.2346      | 0.9772      | 
| 1436.png                 | 0.8556      | 0.7477      | 0.7676      | 0.9665      | 
| 1437.png                 | 0.8711      | 0.7716      | 0.7901      | 0.9706      | 
| 1438.png                 | 0.9237      | 0.8582      | 0.9491      | 0.8997      | 
| 1439.png                 | 0.9201      | 0.8520      | 0.9862      | 0.8623      | 
| 1442.png                 | 0.8381      | 0.7213      | 0.7903      | 0.8920      | 
| 1443.png                 | 0.8829      | 0.7903      | 0.8916      | 0.8743      | 
| 1444.png                 | 0.9162      | 0.8453      | 0.9138      | 0.9185      | 
| 1445.png                 | 0.9747      | 0.9506      | 0.9853      | 0.9643      | 
| 1446.png                 | 0.9309      | 0.8707      | 0.9639      | 0.9000      | 
| 1450.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      | 
| 1451.png                 | 0.6868      | 0.5230      | 0.5361      | 0.9554      | 
| 1452.png                 | 0.8275      | 0.7057      | 0.7358      | 0.9453      | 
| 1453.png                 | 0.9415      | 0.8895      | 0.9305      | 0.9528      | 
| 1454.png                 | 0.9207      | 0.8530      | 0.9857      | 0.8637      | 
| 1455.png                 | 0.6711      | 0.5051      | 0.9921      | 0.5071      | 
| 1456.png                 | 0.1137      | 0.0603      | 0.0612      | 0.7948      | 
| 1457.png                 | 0.7980      | 0.6639      | 0.7133      | 0.9056      | 
| 1458.png                 | 0.2982      | 0.1752      | 0.1768      | 0.9511      | 
| 1460.png                 | 0.7631      | 0.6170      | 0.8627      | 0.6841      | 
| 1461.png                 | 0.4142      | 0.2612      | 0.2677      | 0.9147      | 
| 1462.png                 | 0.8376      | 0.7206      | 0.7251      | 0.9914      | 
