
==================== BANG DANH GIA MASK ====================
------------------------------------------------------------------------------------
| File                     | Dice        | IoU         | Precision   | Recall      | 
| 1356.png                 | 0.2744      | 0.1591      | 0.1637      | 0.8477      | 
| 1357.png                 | 0.3110      | 0.1841      | 0.1915      | 0.8272      | 
| 1358.png                 | 0.2801      | 0.1628      | 0.1753      | 0.6963      | 
| 1359.png                 | 0.1871      | 0.1032      | 0.1116      | 0.5782      | 
| 1370.png                 | 0.0998      | 0.0525      | 0.0538      | 0.6922      | 
| 1371.png                 | 0.0857      | 0.0447      | 0.0457      | 0.6723      | 
| 1372.png                 | 0.0711      | 0.0368      | 0.0373      | 0.7448      | 
| 1373.png                 | 0.0660      | 0.0341      | 0.0346      | 0.6945      | 
| 1374.png                 | 0.0748      | 0.0389      | 0.0390      | 0.9366      | 
| 1375.png                 | 0.0947      | 0.0497      | 0.0499      | 0.9107      | 
| 1376.png                 | 0.0668      | 0.0345      | 0.0346      | 0.9294      | 
| 1377.png                 | 0.0411      | 0.0210      | 0.0211      | 0.7639      | 
| 1378.png                 | 0.0524      | 0.0269      | 0.0271      | 0.7722      | 
| 1379.png                 | 0.0475      | 0.0244      | 0.0245      | 0.8415      | 
| 1380.png                 | 0.1222      | 0.0650      | 0.0662      | 0.7867      | 
| 1381.png                 | 0.0640      | 0.0331      | 0.0331      | 0.9831      | 
| 1382.png                 | 0.0546      | 0.0281      | 0.0283      | 0.7426      | 
| 1389.png                 | 0.0637      | 0.0329      | 0.0338      | 0.5631      | 
| 139.png                  | 0.2102      | 0.1174      | 0.1187      | 0.9183      | 
| 1390.png                 | 0.1591      | 0.0864      | 0.0893      | 0.7244      | 
| 1397.png                 | 0.0796      | 0.0414      | 0.0452      | 0.3290      | 
| 14.png                   | 0.4717      | 0.3087      | 0.3141      | 0.9466      | 
| 140.png                  | 0.2126      | 0.1190      | 0.1204      | 0.9075      | 
| 1405.png                 | 0.0887      | 0.0464      | 0.0466      | 0.9217      | 
| 1406.png                 | 0.0798      | 0.0416      | 0.0418      | 0.8730      | 
| 1407.png                 | 0.0687      | 0.0356      | 0.0359      | 0.8201      | 
| 1409.png                 | 0.0358      | 0.0182      | 0.0187      | 0.4136      | 
| 1410.png                 | 0.0916      | 0.0480      | 0.0483      | 0.8663      | 
| 1411.png                 | 0.0903      | 0.0473      | 0.0475      | 0.9257      | 
| 1412.png                 | 0.0720      | 0.0373      | 0.0375      | 0.8824      | 
| 1414.png                 | 0.0794      | 0.0413      | 0.0417      | 0.8232      | 
| 1415.png                 | 0.1133      | 0.0601      | 0.0611      | 0.7861      | 
| 1416.png                 | 0.0754      | 0.0392      | 0.0397      | 0.7417      | 
| 1417.png                 | 0.0714      | 0.0370      | 0.0375      | 0.7404      | 
| 1418.png                 | 0.0985      | 0.0518      | 0.0522      | 0.8790      | 
| 1419.png                 | 0.0977      | 0.0514      | 0.0517      | 0.8813      | 
| 142.png                  | 0.1308      | 0.0700      | 0.0708      | 0.8630      | 
| 1420.png                 | 0.0651      | 0.0336      | 0.0343      | 0.6443      | 
| 1422.png                 | 0.0335      | 0.0170      | 0.0178      | 0.2746      | 
| 1424.png                 | 0.0660      | 0.0341      | 0.0348      | 0.6323      | 
| 1426.png                 | 0.0984      | 0.0518      | 0.0521      | 0.8850      | 
| 1427.png                 | 0.1329      | 0.0712      | 0.0714      | 0.9528      | 
| 1428.png                 | 0.1438      | 0.0775      | 0.0781      | 0.9061      | 
| 1429.png                 | 0.0762      | 0.0396      | 0.0407      | 0.5932      | 
| 143.png                  | 0.1360      | 0.0730      | 0.0735      | 0.9164      | 
| 1432.png                 | 0.0636      | 0.0329      | 0.0331      | 0.8452      | 
| 1433.png                 | 0.0835      | 0.0436      | 0.0441      | 0.7945      | 
| 1435.png                 | 0.1303      | 0.0697      | 0.0727      | 0.6285      | 
| 1436.png                 | 0.1833      | 0.1009      | 0.1052      | 0.7081      | 
| 1437.png                 | 0.1924      | 0.1065      | 0.1096      | 0.7904      | 
| 1438.png                 | 0.2086      | 0.1164      | 0.1216      | 0.7318      | 
| 1439.png                 | 0.1495      | 0.0808      | 0.0946      | 0.3559      | 
| 1442.png                 | 0.0795      | 0.0414      | 0.0423      | 0.6598      | 
| 1443.png                 | 0.1054      | 0.0556      | 0.0576      | 0.6217      | 
| 1444.png                 | 0.1087      | 0.0575      | 0.0589      | 0.7103      | 
| 1445.png                 | 0.1413      | 0.0760      | 0.0771      | 0.8485      | 
| 1446.png                 | 0.1186      | 0.0630      | 0.0637      | 0.8553      | 
| 1450.png                 | 0.0979      | 0.0515      | 0.0519      | 0.8686      | 
| 1451.png                 | 0.0901      | 0.0472      | 0.0479      | 0.7540      | 
